id,question,answer,wrong1,wrong2,wrong3,source,difficulty
1371,Which of the following is not a fielding position in cricket?,Stop gap,Long leg,Slip,Cover,uk,7
1372,What is the main ingredient of the Greek dish taramasalata?,Cod's roe,Tomato,Squid,Cheese,uk,7
1373,Who starred in the 1982 film 'Tootsie'?,Dustin Hoffman,Woody Allen,Robin Williams,Steve Martin,uk,7
1374,On which date is a star added to the US flag after a new state joins the Union?,July 4th,January 1st,April 1st,September 22nd,uk,7
1375,Which is the first Grand Slam tennis tournament of the year?,Australian Open,French Open,Wimbledon,US Open,uk,7
1376,Mute and Whistler are types of which bird?,Swan,Eagle,Heron,Swallow,uk,7
1377,Which saint's cross is not part of the Union Flag?,St David,St Andrew,St George,St Patrick,uk,7
1378,What is the name of the dog who looks after the children in 'Peter Pan'?,Nana,Wendy,Darling,Missy,uk,7
1379,What is the art of knotting cord to make decorative articles called?,Macramé,Ikebana,Origami,Bonsai,uk,7
1380,What is used to register a foul jump in a long jump competition?,Plasticine,Magic eye,Buzzer,Video,uk,7
1381,Which school did the fantasy heroine Lara Croft attend until she was 16?,Wimbledon High,St Paul's,Wycombe Abbey,Benenden,uk,7
1382,The Fabia and the Octavia are models made by which car manufacturer?,Skoda,Toyota,Renault,Fiat,uk,7
1383,In which hospital is the medical drama ER is set?,Cook County,Blair General,Holby City,Chicago General,uk,7
1384,"In the Walt Disney classic 'Dumbo', who is Dumbo's manager?",Timothy Mouse,Gerald Rabbit,Harold Hamster,Roderick Vole,uk,7
1385,The University Boat Race takes place from Putney to where?,Mortlake,Tower of London,Hammersmith,Big Ben,uk,7
1386,Wood hyacinth is another name for which flower?,Bluebell,Cyclamen,Primrose,Speedwell,uk,7
1387,Which Scottish hero defeated the English at Stirling Bridge in 1297?,William Wallace,Rob Roy,Robert Burns,Robert the Bruce,uk,7
1388,Which rock 'n' roll star married his 13 year old cousin in 1957?,Jerry Lee Lewis,Bill Haley,Elvis Presley,Buddy Holly,uk,7
1389,Which US president's middle name was Milhous?,Richard Nixon,Lyndon Johnson,Ronald Reagan,Gerald Ford,uk,7
1390,Which Swiss orphan was created by Johanna Spyri?,Heidi,Leisel,Marta,Gretel,uk,7
1391,"Theme tune of the 1973 film 'The Sting', who wrote 'The Entertainer'?",Scott Joplin,Jerome Kern,Aaron Copland,Stephen Sondheim,uk,7
1392,Which of the following is the southernmost point of mainland England?,Lizard Point,Lands End,St Ives,Penzance,uk,7
1393,In which sport is a 'daisycutter' an unsporting delivery?,Cricket,Bowls,Hockey,Darts,uk,7
1394,Which artificial language has a name which means 'the hopeful one'?,Esperanto,Interlingua,Volapük,Backslang,uk,7
1395,Which Hollywood swashbuckler was born in Tasmania in 1909?,Errol Flynn,David Niven,Douglas Fairbanks,Burt Lancaster,uk,7
1396,Which sign of the zodiac shares its name with a NASA space programme?,Gemini,Aries,Scorpio,Libra,uk,7
1397,The name of which Phoenician princess is used for an immoral woman?,Jezebel,Europa,Elissa,Dido,uk,7
1398,What name is given to the smallest blood vessels in the human body?,Capillaries,Veins,Arteries,Arterioles,uk,7
1399,Which of these is an ancient name for Britain?,Albion,Argyle,Hotspur,Orient,uk,7
1400,Of which US state is Santa Fe the capital?,New Mexico,Arizona,Colorado,Nevada,uk,7
1401,In which South American country is Dutch an official language?,Suriname,Peru,Chile,Guyana,uk,7
1402,"Which animal, in its winter coat, is called an ermine?",Stoat,Mink,Marten,Beaver,uk,7
1403,Which animal lives in a form?,Hare,Badger,Otter,Squirrel,uk,7
1404,In which field was William Henry Fox Talbot a pioneer?,Photography,Motor racing,Surgery,Flying,uk,7
1405,"Prior to Bill Clinton, who was the last Democrat US president?",Jimmy Carter,Richard Nixon,John F Kennedy,Ronald Reagan,uk,7
1406,What does the 'C' stand for in the acronym UNESCO?,Cultural,Committee,Commission,Central,uk,7
1407,Who bought the Beatles' back catalogue in 1985?,Michael Jackson,Elton John,George Michael,Paul McCartney,uk,7
1408,On whose story was 'The Shawshank Redemption' based?,Stephen King,John Grisham,Harold Robbins,Joe Landsdale,uk,7
1409,The 'miracle' plays describe the lives of whom?,Saints,Slaves,Kings,Apostles,uk,7
1410,Conchology is the study of which of the following?,Sea shells,Butterflies,Crop circles,Noses,uk,7
1411,The name of which card game is taken from the Spanish for 'basket'?,Canasta,Rummy,Whist,Poker,uk,7
1412,"In the Bible, how long did Jonah spend in the belly of the whale?",3 days,3 weeks,40 days,1 year,uk,7
1413,A passerine bird is one adapted for what?,Perching,Wading,Hovering,Night flight,uk,7
1414,Which legendary US railway engineer drove the Cannonball Express?,Casey Jones,Alan Hale,Ben Murphy,Roger Davies,uk,7
1415,What links a 5th century AD invader of England and a fibre used to make sacks?,Jute,Angle,Pict,Saxon,uk,7
1416,Which male name is derived from the Greek for 'rock'?,Peter,Patrick,Paul,Philip,uk,7
1417,Which of the following is a legal writ?,Habeas corpus,Stabat mater,Ipso facto,Caveat emptor,uk,7
1418,What is the iron gate at the entrance to a medieval castle called?,Portcullis,Portico,Rampart,Barbican,uk,7
1419,King Minos was the legendary king of which island?,Crete,Iceland,Hawaii,Fiji,uk,7
1420,What was the name of Captain Scott's ship on his first Antarctic expedition?,Discovery,Enterprise,Terra Nova,Expedia,uk,7
1421,Which of these means the right-hand page of an open book?,Recto,Verso,Obverse,Reverse,uk,7
1422,Which of these is not a Honda car?,Brava,Civic,Accord,Insight,uk,7
1423,With which country does North Korea share a land border?,China,Japan,Vietnam,Thailand,uk,7
1424,"In George Orwell's 'Animal Farm', who is the leader of the pigs?",Napoleon,Bismark,Wellington,Attila,uk,7
1425,"In which city is FIFA, the governing body of football, based?",Zurich,Hamburg,Amsterdam,Paris,uk,7
1426,Which creatures live in a vespiary?,Wasps,Bees,Worms,Ants,uk,7
1427,Which EU country does not have a land border with any other member?,Greece,Portugal,UK,Denmark,uk,7
1428,Who addressed his sonnets to the 'Dark Lady'?,Shakespeare,Keats,Byron,Spenser,uk,7
1429,Erin is a poetic name for where?,Ireland,Wales,Cornwall,Normandy,uk,7
1430,Which flower is popularly known as 'the fair maid of February'?,Snowdrop,Tulip,Hyacinth,Daffodil,uk,7
1431,"What, in classical mythology, was 'ichor'?",Blood of the gods,Winged horse,Elixir of life,Underworld,uk,7
1432,The Wooden O company performs the works of which playwright?,Shakespeare,Alan Ayckbourn,Oscar Wilde,Eugene O'Neill,uk,7
1433,Which of the following is not a type of cloud classification?,Sirius,Stratus,Stratocumulus,Cumulonimbus,uk,7
1434,What is formed in the process of ossification?,Bone,Rock,Fossil,Vapour,uk,7
1435,Who composed the opera 'Rigoletto'?,Verdi,Bizet,Puccini,Rossini,uk,7
1436,What did the Romans call the open central hall in their houses?,Atrium,Basilica,Forum,Impluvium,uk,7
1437,What is the capital of New York State?,Albany,Buffalo,Rochester,New York,uk,7
1438,"In Einstein's formula E=mc², what does the 'c' represent?",Speed of light,Universal constant,Total capacity,Magnetic density,uk,7
1439,What is the 'D' in the name of the US President Franklin D Roosevelt?,Delano,De Forest,Delayney,Denver,uk,7
1440,How is the word 'hertz' correctly abbreviated?,Hz,Htz,Hrz,Hrtz,uk,7
1441,What is a group of crows called?,Murder,Assembly,Connivance,Conspiracy,uk,7
1442,"In Athurian legend, which knight had a love affair with Queen Guinevere?",Lancelot,Percival,Gawain,Galahad,uk,7
1443,Which is a credit card as opposed to a debit card?,Mastercard,Solo,Switch,Cirrus,uk,7
1444,Which system of education for young children was devised by an Italian doctor?,Montessori,Kindergarten,Froebel,Nursery,uk,7
1445,Who is the Roman equivalent of the Greek goddess Athena?,Minerva,Venus,Victoria,Diana,uk,7
1446,"In medieval legend, what is the Holy Grail?",Cup,Cave,Rosary,Shroud,uk,7
1447,In which city is Gaudi's famous church of the Sagrada Familia?,Barcelona,Madrid,Granada,Seville,uk,7
1448,What was the artist Giotto supposedly able to draw perfectly freehand?,Circle,Parallelogram,Triangle,Pyramid,uk,7
1449,Which of the following is not an event in competition men's gymnastics?,Asymmetric bars,Parallel bars,Vault,Rings,uk,7
1450,What is the jargon spoken by the hooligans in 'A Clockwork Orange'?,Nadsat,Nasdaq,Quidnunc,Gridditch,uk,7
1451,"In the term 'decree nisi', what does 'nisi' mean?",Unless,Penultimate,Nil,Null,uk,7
1452,Which figure of speech describes one thing in terms of another?,Metaphor,Idiom,Simile,Ellipsis,uk,7
1453,Which Italian city will host the 2006 Winter Olympic Games?,Turin,Milan,Palermo,Venice,uk,7
1454,What is the name of the local pub in TV's 'Coronation Street'?,The Rovers Return,The Woolpack,The Queen Vic,The King's Head,uk,8
1455,Which of these is an informal name for a clerical collar?,Dog collar,Cat collar,Horse collar,Mouse collar,uk,8
1456,Which of these is a town in north-west Wales?,Bangor,Rocket,Sparkler,Cracker,uk,8
1457,"Complete the title of the film starring Madonna, 'Desperately Seeking ...?",Susan,Love,Steven,Work,uk,8
1458,On which day in 1929 did a gangland massacre take place in Chicago?,St Valentine's Day,Christmas Day,Boxing Day,May Day,uk,8
1459,Which of these is a town on the Lleyn Peninsula in north-west Wales?,Abersoch,Abershoe,Abersandal,Abertrainer,uk,8
1460,Which of these actors has never played Doctor Who?,Richard Briers,Peter Davison,Tom Baker,Patrick Troughton,uk,8
1461,Which famous Manhattan street is also the title of a musical?,42nd Street,Broadway,Chorus Line,Copacabana,uk,8
1462,How many wickets need to fall to dismiss a whole cricket team?,10,5,7,8,uk,8
1463,Which scandal was uncovered by Carl Bernstein and Bob Woodward?,Watergate,Profumo Affair,Whitewater Affair,Monica Lewinsky,uk,8
1464,Which singer was known as the 'Forces Sweetheart' during WWII?,Vera Lynn,Shirley Temple,Connie Francis,Doris Day,uk,8
1465,"If you flew into Las Palmas airport, where would you be holidaying?",Gran Canaria,Cyprus,Algarve,Madeira,uk,8
1466,Which English poet wrote 'The Owl and the Pussycat'?,Edward Lear,Ogden Nash,Oscar Wilde,W B Yeats,uk,8
1467,Which of the Gibb brothers was not a member of the Bee Gees?,Andy,Maurice,Robin,Barry,uk,8
1468,Which of these was a UK No 1 single for Billy Connolly?,D.I.V.O.R.C.E.,A.L.I.M.O.N.Y,G.L.A.S.G.O.W.,S.C.O.T.L.A.N.D.,uk,8
1469,Which university is famous for the Bodleian Library?,Oxford,Harvard,Yale,Cambridge,uk,8
1470,Croup is inflammation of which of the following?,Larynx,Eyes,Joints,Gums,uk,8
1471,Which city hosted the first modern Olympic Games in 1896?,Athens,Paris,London,Berlin,uk,8
1472,Which famous aviator's baby son was kidnapped and murdered in 1932?,Charles Lindbergh,Amy Johnson,Louis Blériot,Wilbur Wright,uk,8
1473,Which famous cartoon character is called Topolino in Italy?,Mickey Mouse,Pluto,Donald Duck,Dumbo,uk,8
1474,Which group of islands are in Galway Bay?,Aran Islands,Inner Hebrides,Scilly Islands,Faeroe Islands,uk,8
1475,In which ski resort is the famous Cresta Run?,St Moritz,Chamonix,Tignes,Klosters,uk,8
1476,What is the main ingredient of laver bread?,Seaweed,Bananas,Figs,Currants,uk,8
1477,Who famously said 'I was Snow White but I drifted'?,Mae West,Dorothy Parker,Tallulah Bankhead,Bette Davis,uk,8
1478,What name is given to the covered arcade in a monastery?,Cloister,Chapterhouse,Refectory,Dormitory,uk,8
1479,Which colour light indicates a ship's starboard side?,Green,Red,White,Blue,uk,8
1480,Which is the only sport which provides an official bodyguard to the monarch?,Archery,Shooting,Javelin,Equestrianism,uk,8
1481,Which is Britain's easternmost point?,Lowestoft Ness,Great Yarmouth,Folkestone,Ramsgate,uk,8
1482,Which popular dance of the 1930s was the inspiration for a Cole Porter song?,Beguine,Samba,Shag,Charleston,uk,8
1483,The name of which form of combat is derived from the Japanese for empty hand'?,Karate,Judo,Kendo,Tae Kwon Do,uk,8
1484,In which country did the 1974 'Rumble in the Jungle' take place?,Zaïre,Brazil,Nigeria,Ecuador,uk,8
1485,Which supermarket chain was founded by Sir Jack Cohen?,Tesco,Somerfield,Sainsbury,Waitrose,uk,8
1486,What title is given to the president of a yacht club?,Commodore,Captain,Admiral,Major,uk,8
1487,On which of these Spanish 'costas' is the resort of Benidorm?,Blanca,Del Sol,Brava,Dorada,uk,8
1488,"In music, which of these is the longest note?",Semibreve,Quaver,Crotchet,Minim,uk,8
1489,What is the most senior rank in the British army?,Field Marshal,General,Brigadier,Major General,uk,8
1490,To which country does the Mediterranean island of Gozo belong?,Malta,Italy,Turkey,Cyprus,uk,8
1491,What name is given to a badger's home?,Sett,Hive,Holt,Drey,uk,8
1492,Which nautical term means to 'change course into the wind'?,Luff,Liff,Huff,Taff,uk,8
1493,How is Schubert's Symphony No 8 also known?,Unfinished,New World,Eroica,Trout,uk,8
1494,In which Dickens' novel does the character Abel Magwitch appear?,Great Expectations,Oliver Twist,David Copperfield,Little Dorrit,uk,8
1495,Nitrogen and which other gas combine to form ammonia?,Hydrogen,Oxygen,Neon,Helium,uk,8
1496,Which artist coined the expression 'famous for 15 minutes'?,Andy Warhol,Salvador Dali,David Hockney,Pablo Picasso,uk,8
1497,In whose books does the wizard Igneous Cutwell appear?,Terry Pratchett,J K Rowling,Enid Blyton,Sir Walter Scott,uk,8
1498,Which of the following is not a type of pedestrian crossing?,Penguin,Pelican,Toucan,Puffin,uk,8
1499,Which of these is a group of islands in Hudson Bay?,Belcher Islands,Burper Islands,Gas Islands,Windy Islands,uk,8
1500,Which sport was called 'the little brother of war' by the Cherokees?,Lacrosse,Hockey,Archery,Boxing,uk,8
1501,"Which film is a sequel to 'The Hustler', starring Paul Newman?",The Color of Money,The Sting,The Cincinnati Kid,Cool Hand Luke,uk,8
1502,Which drink was first marketed as an 'Ideal Nerve and Tonic Stimulant'?,Coca-Cola,Tizer,Irn Bru,Red Bull,uk,8
1503,Which of the following was not an Anglo-Saxon kingdom?,Middlesex,Mercia,Wessex,Kent,uk,8
1504,Who wrote the novel 'Dr Zhivago' on which the film is based?,Pasternak,Chekov,Solzhenitsyn,Pushkin,uk,8
1505,The ethics of which industry were explored in the film 'The Insider'?,Tobacco,Oil,Cosmetics,Pharmaceutical,uk,8
1506,What in the tennis world is a 'groundie'?,Ground stroke,Ground pass,Ground seat,Groundsman,uk,8
1507,Which country was formerly known as the Belgian Congo?,Zaire,Burundi,Rwanda,Malawi,uk,8
1508,"If you are at a depth of ten fathoms, how far underwater are you?",60 feet,20 feet,30 feet,50 feet,uk,8
1509,Kirsch is a spirit distilled from which fruit?,Cherries,Strawberries,Raspberries,Plums,uk,8
1510,Which organ of the human body would be directly affected by Ménière's disease?,Ear,Heart,Liver,Kidney,uk,8
1511,What was the name of the Duke of Wellington's favourite horse?,Copenhagen,Waterloo,Marlborough,Blücher,uk,8
1512,Which famous volcano is known locally as Mongibello which means beautiful mountain'?,Etna,Erebus,Krakatoa,Stromboli,uk,8
1513,Whose supposed last words were you will find 'Calais' lying in my heart?,Mary I,Napoleon,Voltaire,Oscar Wilde,uk,8
1514,Lac Léman is the French name for which European lake?,Geneva,Constance,Balaton,Ladoga,uk,8
1515,What is the name of the street urchin in 'Les Miserables'?,Gavroche,Larousse,Binoche,Etienne,uk,8
1516,In which century was Sir Isaac Newton born?,17th,15th,16th,18th,uk,8
1517,"On an heraldic shield, what is an animal described as 'couchant' doing?",Lying down,Sitting,Sleeping,Looking behind,uk,8
1518,"In the expression 'grist to the mill' - what is 'grist', literally?",Corn,Grease,Effort,Pepper,uk,8
1519,Who wrote 'The Strange Case of Dr Jekyll and Mr Hyde'?,R L Stevenson,Edgar Allen Poe,Wilkie Collins,Sir Walter Scott,uk,8
1520,Tashkent is the capital of which country?,Uzbekistan,Ukraine,Georgia,Azerbaijan,uk,8
1521,What is the name of Cambridge University's world famous physics laboratory?,Cavendish,Newton,Faraday,Rutherford,uk,8
1522,Which long handled medieval weapon combined a spear and a battle-axe?,Halberd,Arbalest,Mangonel,Ballista,uk,8
